"Y","N","Y","N","DNS","Y","Y","Y","H","N","Y","1 mi","Y","F",20,"N"
"Y","Y","DN","DN","DNS","Y","Y","NR","H","DN","Y","1 mi","Y","F",20,"N"
"Y","Y","Y","N","DNS","Y","Y","Y","T","DN","Y","1 mi","Y","F",20,"N"
"Y","Y","Y","N","DNS","Y","Y","Y","T","DN","Y","1 mi","Y","F",20,"N"
"Y","DN","Y","N","DNS","Y","Y","Y","T","DN","Y","1 mi","Y","F",20,"Y"
"Y","Y","Y","N","DNS","Y","Y","NR","T","DN","Y","1 mi","Y","F",20,"N"
"Y","Y","Y","N","Y","Y","Y","Y","T","DN","Y","1 mi","Y","F",20,"N"
"Y","Y","Y","N","Y","Y","Y","N","T","Y","Y","1 mi","Y","F",20,"N"
"Y","Y","Y","N","Y","Y","Y","NR","T","Y","Y","1 mi","Y","F",20,"N"
"Y","Y","Y","N","Y","Y","Y","Y","T","Y","Y","1 mi","Y","F",20,"N"
"N","N","DN","DN","DNS","Y","Y","NR","H","DN","Y","1 mi","Y","A",20,"N"
