Y,Y,Y,N,Y,Y,Y,Y,T,Y,,,,friends,medium
Y,Y,Y,N,N,Y,Y,NR,H,N,,,,alone,free
Y,Y,Y,N,Y,Y,Y,Y,T,Y,,,,friends,medium
Y,Y,Y,N,Y,Y,Y,Y,H,Y,,,,,free
Y,Y,Y,N,Y,Y,Y,NR,H,Y,,,,friends,free
Y,Y,Y,N,N,Y,Y,Y,T,N,,,,friends,medium
Y,Y,Y,N,Y,Y,Y,NR,T,Y,,,,friends,medium
Y,Y,Y,Y,N,Y,Y,Y,T,N,,,,friends,medium
Y,Y,N,Y,N,DN,DN,NR,H,N,,,,alone,free
Y,Y,Y,N,N,Y,Y,N,H,N,,,,alone,free
Y,Y,Y,N,N,Y,Y,N,H,N,,,,alone,free
Y,DN,DN,N,,DN,N,Y,T,,N,Y,DN,friends,free
Y,DN,DN,N,,Y,Y,NR,T,,,,,friends,medium
